temp_max,temp_min,temp_mean,rh_max,rh_min,rh_mean,ws_max,ws_gust_max,ws_mean,precip,rain,et0,station,lat,lon,date
2.3,-8.5,-4.2,92,31,53,1.81,5.8,1.23,0.0,0.0,0.93,춘천,37.9026,127.7358,2022-01-01
3.7,-5.5,-1.5,91,26,58,3.22,8.6,2.1,0.2,0.0,1.13,춘천,37.9026,127.7358,2022-01-02
1.5,-6.6,-2.9,84,33,66,3.41,9.0,1.79,0.0,0.0,0.94,춘천,37.9026,127.7358,2022-01-03
1.9,-5.1,-2.1,79,23,54,2.93,7.4,1.54,0.0,0.0,1.05,춘천,37.9026,127.7358,2022-01-04
4.5,-6.0,-1.5,95,37,67,1.92,4.9,1.19,0.0,0.0,0.84,춘천,37.9026,127.7358,2022-01-05
4.3,-4.9,-1.6,99,20,69,1.75,5.3,0.94,0.0,0.0,0.9,춘천,37.9026,127.7358,2022-01-06
4.2,-6.2,-1.9,100,18,67,2.56,6.0,1.11,0.0,0.0,1.07,춘천,37.9026,127.7358,2022-01-07
5.1,-5.0,-0.6,99,47,80,4.68,11.2,1.96,0.4,0.0,0.86,춘천,37.9026,127.7358,2022-01-08
5.2,-2.1,1.0,98,54,81,2.06,5.3,1.17,0.1,0.0,0.98,춘천,37.9026,127.7358,2022-01-09
5.6,-3.6,-0.0,100,36,76,2.92,7.2,1.23,0.5,0.0,0.94,춘천,37.9026,127.7358,2022-01-10
-0.3,-9.2,-5.6,77,33,51,3.96,10.1,2.48,0.0,0.0,0.96,춘천,37.9026,127.7358,2022-01-11
-2.2,-9.3,-6.6,46,21,35,3.61,9.4,2.12,0.0,0.0,1.16,춘천,37.9026,127.7358,2022-01-12
-4.1,-8.5,-6.6,46,26,38,5.32,13.5,2.68,0.0,0.0,1.08,춘천,37.9026,127.7358,2022-01-13
1.0,-9.3,-5.5,77,17,43,2.4,6.7,1.51,0.0,0.0,1.05,춘천,37.9026,127.7358,2022-01-14
3.0,-6.0,-1.6,77,39,58,2.46,6.5,1.31,0.0,0.0,0.79,춘천,37.9026,127.7358,2022-01-15
1.2,-6.4,-1.8,86,33,58,3.86,10.2,2.52,0.0,0.0,1.15,춘천,37.9026,127.7358,2022-01-16
-0.7,-7.3,-4.9,58,19,44,4.6,12.2,2.6,0.1,0.0,1.16,춘천,37.9026,127.7358,2022-01-17
0.6,-8.4,-4.9,56,14,35,2.22,6.7,1.24,0.0,0.0,1.14,춘천,37.9026,127.7358,2022-01-18
-0.7,-6.6,-4.1,70,33,53,3.04,7.3,1.61,1.5,0.0,0.58,춘천,37.9026,127.7358,2022-01-19
2.5,-7.7,-4.0,89,22,57,2.16,5.9,1.45,0.0,0.0,1.13,춘천,37.9026,127.7358,2022-01-20
3.4,-8.2,-3.2,97,21,63,1.61,4.5,0.92,0.0,0.0,1.09,춘천,37.9026,127.7358,2022-01-21
4.3,-5.5,-1.5,93,48,73,2.21,5.2,1.25,0.0,0.0,0.63,춘천,37.9026,127.7358,2022-01-22
9.1,-3.6,1.8,95,36,70,4.3,10.9,1.42,0.3,0.0,1.33,춘천,37.9026,127.7358,2022-01-23
7.3,-1.3,2.0,88,44,71,3.31,8.5,2.3,0.0,0.0,1.2,춘천,37.9026,127.7358,2022-01-24
5.0,0.5,1.8,94,72,85,2.62,6.4,1.23,1.6,0.6,0.42,춘천,37.9026,127.7358,2022-01-25
5.4,-3.5,0.4,97,37,69,3.61,9.4,1.98,0.0,0.0,1.33,춘천,37.9026,127.7358,2022-01-26
5.5,-3.3,-0.4,84,20,54,3.21,7.7,1.42,0.0,0.0,1.3,춘천,37.9026,127.7358,2022-01-27
3.5,-5.9,-2.2,80,18,52,4.0,9.7,1.72,0.0,0.0,1.4,춘천,37.9026,127.7358,2022-01-28
1.3,-6.2,-3.3,69,21,45,3.81,10.0,1.8,0.0,0.0,1.3,춘천,37.9026,127.7358,2022-01-29
4.0,-6.6,-2.8,83,17,53,2.24,6.1,1.08,0.0,0.0,1.32,춘천,37.9026,127.7358,2022-01-30
4.3,-7.1,-2.2,89,21,61,3.49,8.8,1.68,0.2,0.0,1.33,춘천,37.9026,127.7358,2022-01-31
2.1,-4.2,-1.3,84,39,66,4.4,10.8,2.68,1.1,0.0,1.08,춘천,37.9026,127.7358,2022-02-01
0.8,-6.4,-3.7,85,26,56,3.8,9.9,2.02,0.0,0.0,1.27,춘천,37.9026,127.7358,2022-02-02
1.2,-6.4,-3.5,68,18,43,3.49,9.4,1.98,0.0,0.0,1.42,춘천,37.9026,127.7358,2022-02-03
-1.5,-8.7,-5.1,68,26,46,5.71,14.6,2.72,0.0,0.0,1.32,춘천,37.9026,127.7358,2022-02-04
-2.5,-9.1,-6.7,55,24,40,5.71,14.2,3.0,0.0,0.0,1.3,춘천,37.9026,127.7358,2022-02-05
1.0,-7.5,-4.1,61,23,43,4.5,11.6,2.47,0.0,0.0,1.49,춘천,37.9026,127.7358,2022-02-06
2.7,-7.2,-2.9,72,21,49,3.13,7.9,1.43,0.0,0.0,1.28,춘천,37.9026,127.7358,2022-02-07
5.5,-4.9,-1.4,98,16,56,2.53,6.6,1.29,0.0,0.0,1.55,춘천,37.9026,127.7358,2022-02-08
6.4,-5.8,-0.5,87,22,55,1.92,5.7,1.02,0.0,0.0,1.43,춘천,37.9026,127.7358,2022-02-09
7.6,-4.6,0.7,87,26,57,3.04,7.9,1.13,0.0,0.0,1.64,춘천,37.9026,127.7358,2022-02-10
8.8,-4.3,1.1,87,29,62,3.3,8.5,1.35,0.0,0.0,1.75,춘천,37.9026,127.7358,2022-02-11
10.4,-1.1,3.0,88,20,61,2.5,5.4,1.04,0.0,0.0,1.78,춘천,37.9026,127.7358,2022-02-12
8.8,-2.0,2.5,94,34,72,3.61,9.6,1.4,0.0,0.0,1.31,춘천,37.9026,127.7358,2022-02-13
8.2,-2.0,2.0,95,39,76,5.49,13.0,2.63,1.3,0.5,1.23,춘천,37.9026,127.7358,2022-02-14
-2.0,-8.0,-4.4,74,42,56,4.55,11.3,3.4,0.0,0.0,1.27,춘천,37.9026,127.7358,2022-02-15
-4.1,-9.2,-7.2,58,21,37,5.61,14.0,3.69,0.0,0.0,1.48,춘천,37.9026,127.7358,2022-02-16
1.3,-9.7,-5.5,44,14,31,3.02,8.0,1.52,0.0,0.0,1.59,춘천,37.9026,127.7358,2022-02-17
5.1,-8.0,-2.3,52,14,34,2.95,7.3,1.39,0.0,0.0,1.79,춘천,37.9026,127.7358,2022-02-18
3.7,-7.0,-0.7,58,32,41,4.79,11.8,2.29,0.0,0.0,1.41,춘천,37.9026,127.7358,2022-02-19
-1.4,-8.4,-5.4,51,25,36,4.93,12.3,3.1,0.0,0.0,1.63,춘천,37.9026,127.7358,2022-02-20
3.1,-7.1,-3.1,53,35,45,6.39,15.6,2.95,0.0,0.0,1.44,춘천,37.9026,127.7358,2022-02-21
-0.6,-7.6,-4.7,51,24,34,6.31,15.4,3.47,0.0,0.0,1.74,춘천,37.9026,127.7358,2022-02-22
-0.4,-8.5,-5.5,49,13,28,3.95,9.9,2.41,0.0,0.0,1.74,춘천,37.9026,127.7358,2022-02-23
3.3,-8.3,-3.4,82,23,44,3.64,9.8,1.86,0.0,0.0,1.74,춘천,37.9026,127.7358,2022-02-24
8.9,-5.7,0.8,94,32,72,5.35,13.0,2.56,0.0,0.0,1.85,춘천,37.9026,127.7358,2022-02-25
9.3,1.3,4.3,97,53,83,7.28,17.4,4.63,3.3,3.3,1.27,춘천,37.9026,127.7358,2022-02-26
8.4,-4.2,1.6,90,36,66,5.46,13.6,2.89,0.0,0.0,2.01,춘천,37.9026,127.7358,2022-02-27
9.4,-3.2,2.9,94,54,77,2.75,7.0,1.87,0.0,0.0,1.44,춘천,37.9026,127.7358,2022-02-28
9.5,-2.0,4.1,93,50,75,3.18,7.8,2.05,1.4,1.4,1.31,춘천,37.9026,127.7358,2022-03-01
8.0,-5.3,0.9,90,33,69,5.13,12.6,2.4,0.0,0.0,2.03,춘천,37.9026,127.7358,2022-03-02
10.2,-3.7,3.0,97,25,64,4.26,10.8,2.12,0.0,0.0,2.32,춘천,37.9026,127.7358,2022-03-03
14.7,-1.6,5.6,85,31,57,7.42,18.2,3.23,0.8,0.8,2.53,춘천,37.9026,127.7358,2022-03-04
4.7,-2.6,1.1,81,28,42,6.46,16.1,4.08,0.0,0.0,2.38,춘천,37.9026,127.7358,2022-03-05
6.6,-4.4,0.3,58,26,40,3.2,8.6,2.17,0.0,0.0,2.33,춘천,37.9026,127.7358,2022-03-06
9.9,-3.3,1.7,65,14,43,3.26,8.0,1.43,0.0,0.0,2.22,춘천,37.9026,127.7358,2022-03-07
10.2,-3.9,3.0,90,46,65,3.69,9.4,1.49,0.0,0.0,2.0,춘천,37.9026,127.7358,2022-03-08
12.9,-3.3,4.1,93,35,71,2.33,6.3,1.12,0.0,0.0,2.49,춘천,37.9026,127.7358,2022-03-09
15.1,-0.8,6.3,93,28,59,4.42,10.7,1.65,0.0,0.0,2.77,춘천,37.9026,127.7358,2022-03-10
16.5,-2.0,7.0,90,37,65,3.2,8.2,1.42,0.0,0.0,2.68,춘천,37.9026,127.7358,2022-03-11
18.7,-0.1,9.3,97,46,77,4.49,11.3,2.11,0.6,0.6,2.46,춘천,37.9026,127.7358,2022-03-12
13.9,6.1,10.9,98,84,91,3.27,11.7,1.76,22.5,22.5,0.74,춘천,37.9026,127.7358,2022-03-13
12.6,4.4,7.3,97,72,89,5.37,16.0,3.0,7.3,7.3,0.69,춘천,37.9026,127.7358,2022-03-14
13.5,2.6,6.8,90,49,74,3.54,9.0,2.04,0.0,0.0,2.29,춘천,37.9026,127.7358,2022-03-15
17.4,-0.2,8.1,94,40,71,2.6,7.0,1.39,0.0,0.0,2.88,춘천,37.9026,127.7358,2022-03-16
11.8,5.1,7.4,85,57,73,4.96,12.0,3.51,0.6,0.6,1.95,춘천,37.9026,127.7358,2022-03-17
7.6,2.7,4.9,84,60,73,5.25,12.9,3.76,0.5,0.5,1.22,춘천,37.9026,127.7358,2022-03-18
6.9,0.0,3.1,91,57,77,4.78,12.4,2.76,10.7,1.3,0.96,춘천,37.9026,127.7358,2022-03-19
9.2,-0.5,3.7,89,42,70,4.6,11.0,2.33,0.0,0.0,1.92,춘천,37.9026,127.7358,2022-03-20
9.7,-2.5,3.6,86,32,58,3.06,7.4,1.64,0.0,0.0,2.33,춘천,37.9026,127.7358,2022-03-21
12.1,-1.6,5.0,81,32,58,2.51,6.7,1.3,0.0,0.0,2.77,춘천,37.9026,127.7358,2022-03-22
10.0,1.2,4.8,85,44,66,4.44,11.0,2.33,0.3,0.3,1.79,춘천,37.9026,127.7358,2022-03-23
12.5,0.8,6.2,86,61,73,4.46,10.3,1.96,0.1,0.1,1.34,춘천,37.9026,127.7358,2022-03-24
17.2,1.9,10.3,95,42,72,3.18,8.4,1.48,4.6,4.6,2.43,춘천,37.9026,127.7358,2022-03-25
15.6,6.5,11.4,96,54,80,4.07,10.0,2.28,39.5,39.5,1.48,춘천,37.9026,127.7358,2022-03-26
12.0,1.3,6.0,97,28,65,5.1,13.0,2.63,0.1,0.1,2.37,춘천,37.9026,127.7358,2022-03-27
12.5,-3.4,5.0,86,23,51,2.06,5.9,1.18,0.0,0.0,3.04,춘천,37.9026,127.7358,2022-03-28
14.3,-1.8,6.6,85,42,64,3.76,10.0,1.89,0.0,0.0,2.98,춘천,37.9026,127.7358,2022-03-29
14.7,0.5,8.0,97,51,79,2.78,7.4,1.23,0.7,0.7,1.81,춘천,37.9026,127.7358,2022-03-30
9.7,2.5,7.2,89,62,79,4.24,10.7,2.82,0.0,0.0,1.24,춘천,37.9026,127.7358,2022-03-31
13.1,-0.5,6.1,93,32,65,3.22,7.1,1.54,0.0,0.0,2.84,춘천,37.9026,127.7358,2022-04-01
13.2,0.6,6.6,85,35,62,3.85,9.5,1.77,0.0,0.0,3.04,춘천,37.9026,127.7358,2022-04-02
15.6,-1.4,6.9,92,30,63,2.4,6.2,1.3,0.0,0.0,3.33,춘천,37.9026,127.7358,2022-04-03
15.8,2.5,8.3,81,34,61,3.67,9.0,1.67,0.0,0.0,3.38,춘천,37.9026,127.7358,2022-04-04
15.2,1.3,7.9,90,36,61,4.36,10.6,2.1,0.0,0.0,3.27,춘천,37.9026,127.7358,2022-04-05
16.2,1.3,9.0,86,30,56,3.35,8.8,1.73,0.0,0.0,3.44,춘천,37.9026,127.7358,2022-04-06
15.7,4.9,9.3,73,34,53,5.07,12.7,2.29,0.0,0.0,3.51,춘천,37.9026,127.7358,2022-04-07
18.3,3.0,10.2,88,35,56,4.32,10.8,1.92,0.0,0.0,3.64,춘천,37.9026,127.7358,2022-04-08
22.7,8.7,14.8,73,40,55,5.03,12.8,2.58,0.0,0.0,4.13,춘천,37.9026,127.7358,2022-04-09
23.8,10.3,16.0,78,28,53,3.97,10.3,2.15,0.0,0.0,4.42,춘천,37.9026,127.7358,2022-04-10
24.6,5.9,15.6,89,40,64,4.12,10.2,1.83,0.0,0.0,4.22,춘천,37.9026,127.7358,2022-04-11
24.1,11.5,17.5,92,51,73,4.34,11.2,2.23,0.5,0.5,3.52,춘천,37.9026,127.7358,2022-04-12
12.0,7.7,9.4,89,46,69,5.25,13.2,4.45,10.1,10.1,1.49,춘천,37.9026,127.7358,2022-04-13
12.9,7.5,9.6,68,46,57,4.86,12.1,3.93,0.8,0.8,2.42,춘천,37.9026,127.7358,2022-04-14
17.2,3.0,10.0,90,29,60,3.9,10.5,2.08,0.1,0.1,3.67,춘천,37.9026,127.7358,2022-04-15
18.0,0.9,9.9,99,28,60,3.79,9.4,2.12,0.0,0.0,4.02,춘천,37.9026,127.7358,2022-04-16
20.8,3.3,11.3,86,19,54,4.34,10.5,2.11,0.0,0.0,4.31,춘천,37.9026,127.7358,2022-04-17
21.3,7.6,13.1,81,26,53,5.04,12.2,2.24,0.0,0.0,3.7,춘천,37.9026,127.7358,2022-04-18
21.5,5.8,13.2,73,26,50,4.75,11.6,2.05,0.0,0.0,4.45,춘천,37.9026,127.7358,2022-04-19
21.8,7.2,13.4,79,24,53,4.6,11.2,2.29,0.0,0.0,4.54,춘천,37.9026,127.7358,2022-04-20
22.6,6.2,14.0,77,27,53,5.88,14.3,2.57,0.0,0.0,4.37,춘천,37.9026,127.7358,2022-04-21
19.4,9.6,14.0,95,59,74,6.45,15.5,3.36,0.5,0.5,2.2,춘천,37.9026,127.7358,2022-04-22
24.0,6.7,16.0,100,24,60,2.16,5.4,1.07,0.0,0.0,4.18,춘천,37.9026,127.7358,2022-04-23
24.0,10.5,16.6,94,40,58,3.74,9.8,2.11,0.0,0.0,3.83,춘천,37.9026,127.7358,2022-04-24
24.7,11.8,18.1,100,49,78,1.53,5.4,0.83,0.8,0.8,2.82,춘천,37.9026,127.7358,2022-04-25
27.8,14.9,20.4,97,33,67,4.34,10.3,2.0,2.7,2.7,4.85,춘천,37.9026,127.7358,2022-04-26
22.7,7.1,15.5,68,19,40,2.82,8.9,1.8,0.0,0.0,4.88,춘천,37.9026,127.7358,2022-04-27
22.9,7.9,14.7,73,40,58,6.02,14.2,2.61,0.0,0.0,4.34,춘천,37.9026,127.7358,2022-04-28
14.0,6.4,10.6,89,52,72,4.89,12.2,3.66,15.3,15.3,2.45,춘천,37.9026,127.7358,2022-04-29
15.4,5.8,10.5,94,51,74,4.46,10.7,2.06,0.1,0.1,1.96,춘천,37.9026,127.7358,2022-04-30
17.6,3.4,10.6,100,25,65,6.64,16.0,2.96,0.0,0.0,4.1,춘천,37.9026,127.7358,2022-05-01
17.9,3.1,11.3,99,30,63,2.97,8.6,1.38,0.3,0.3,3.86,춘천,37.9026,127.7358,2022-05-02
19.9,5.4,12.3,90,27,56,4.84,12.2,2.55,0.0,0.0,4.43,춘천,37.9026,127.7358,2022-05-03
24.8,8.0,15.5,71,34,50,4.7,11.8,2.52,0.0,0.0,4.99,춘천,37.9026,127.7358,2022-05-04
25.0,10.9,17.2,78,27,52,3.82,9.8,1.96,0.0,0.0,5.08,춘천,37.9026,127.7358,2022-05-05
25.7,8.0,17.5,90,35,59,4.14,10.1,1.89,0.0,0.0,4.72,춘천,37.9026,127.7358,2022-05-06
23.3,13.5,17.5,96,20,58,3.83,9.6,2.12,1.2,1.2,4.27,춘천,37.9026,127.7358,2022-05-07
16.9,10.6,13.6,81,31,51,3.89,9.5,1.54,3.8,3.8,2.01,춘천,37.9026,127.7358,2022-05-08
24.0,6.3,15.2,94,15,54,3.76,9.9,1.94,0.0,0.0,5.04,춘천,37.9026,127.7358,2022-05-09
24.5,8.3,16.6,78,17,44,2.18,5.7,1.29,0.0,0.0,4.44,춘천,37.9026,127.7358,2022-05-10
24.8,10.2,17.8,71,34,48,3.49,8.9,1.69,0.0,0.0,4.79,춘천,37.9026,127.7358,2022-05-11
26.2,10.7,18.2,93,34,60,5.39,12.7,2.3,0.0,0.0,4.84,춘천,37.9026,127.7358,2022-05-12
22.3,10.1,16.1,72,48,61,4.4,11.1,2.6,1.2,1.2,3.29,춘천,37.9026,127.7358,2022-05-13
20.3,7.4,14.1,85,16,46,5.3,13.5,2.57,0.0,0.0,4.89,춘천,37.9026,127.7358,2022-05-14
22.0,6.2,14.8,77,18,39,5.19,12.4,2.04,0.0,0.0,5.17,춘천,37.9026,127.7358,2022-05-15
24.1,7.5,15.3,72,25,48,5.94,14.9,2.8,0.0,0.0,5.24,춘천,37.9026,127.7358,2022-05-16
26.3,9.3,17.7,94,23,60,5.06,12.4,2.3,0.0,0.0,5.19,춘천,37.9026,127.7358,2022-05-17
24.5,11.5,18.7,92,37,61,5.36,14.0,3.02,0.4,0.4,4.17,춘천,37.9026,127.7358,2022-05-18
25.5,12.3,19.0,90,34,56,5.23,12.7,2.72,0.0,0.0,4.91,춘천,37.9026,127.7358,2022-05-19
26.1,13.5,19.0,73,30,51,4.03,10.7,2.0,0.1,0.1,4.79,춘천,37.9026,127.7358,2022-05-20
26.8,11.6,19.1,94,39,66,4.01,10.5,2.18,0.3,0.3,4.36,춘천,37.9026,127.7358,2022-05-21
27.7,12.9,19.9,99,39,67,3.69,9.9,1.99,0.0,0.0,4.53,춘천,37.9026,127.7358,2022-05-22
31.2,13.7,22.4,91,29,59,3.55,8.7,1.64,0.0,0.0,5.68,춘천,37.9026,127.7358,2022-05-23
31.2,14.4,22.6,94,20,53,3.1,8.5,1.76,0.0,0.0,5.93,춘천,37.9026,127.7358,2022-05-24
28.9,13.9,20.9,92,30,58,5.74,14.1,2.55,5.3,5.3,5.36,춘천,37.9026,127.7358,2022-05-25
22.7,12.3,17.6,96,31,60,6.68,16.0,3.89,2.2,2.2,5.23,춘천,37.9026,127.7358,2022-05-26
24.4,14.0,18.2,90,39,66,5.95,14.1,3.47,1.7,1.7,3.66,춘천,37.9026,127.7358,2022-05-27
29.6,10.8,19.9,94,32,62,5.47,13.4,2.43,0.0,0.0,5.59,춘천,37.9026,127.7358,2022-05-28
28.7,13.9,20.7,82,33,61,3.47,8.6,1.96,0.0,0.0,4.9,춘천,37.9026,127.7358,2022-05-29
23.5,15.0,19.0,96,56,79,2.97,7.5,1.47,1.9,1.9,2.21,춘천,37.9026,127.7358,2022-05-30
26.7,11.7,19.1,99,20,55,5.59,13.6,2.34,0.0,0.0,5.76,춘천,37.9026,127.7358,2022-05-31
28.2,13.5,20.7,63,26,38,4.05,10.5,2.24,0.0,0.0,5.81,춘천,37.9026,127.7358,2022-06-01
29.4,13.0,20.9,78,31,53,4.14,10.5,2.1,0.0,0.0,5.72,춘천,37.9026,127.7358,2022-06-02
31.3,15.1,22.2,93,29,63,4.27,10.1,1.58,0.0,0.0,5.53,춘천,37.9026,127.7358,2022-06-03
28.7,15.1,21.9,89,42,65,3.3,7.7,1.57,0.0,0.0,4.1,춘천,37.9026,127.7358,2022-06-04
25.7,17.0,20.3,91,45,75,3.86,10.0,2.06,1.9,1.9,2.45,춘천,37.9026,127.7358,2022-06-05
19.3,13.0,16.7,92,57,77,6.44,15.5,3.98,18.2,18.2,2.84,춘천,37.9026,127.7358,2022-06-06
21.5,11.4,16.3,88,47,67,4.1,10.1,3.03,0.0,0.0,4.0,춘천,37.9026,127.7358,2022-06-07
24.1,12.4,18.0,86,44,66,2.1,6.2,1.26,0.2,0.2,3.9,춘천,37.9026,127.7358,2022-06-08
24.1,14.0,18.3,96,59,80,2.12,7.2,1.16,2.0,2.0,3.13,춘천,37.9026,127.7358,2022-06-09
25.3,13.9,18.9,100,53,82,2.61,6.8,1.41,1.3,1.3,3.36,춘천,37.9026,127.7358,2022-06-10
27.7,15.1,20.7,99,48,76,2.86,7.8,2.18,3.9,3.9,4.34,춘천,37.9026,127.7358,2022-06-11
27.7,14.5,21.3,94,44,68,2.26,6.0,1.64,0.0,0.0,4.59,춘천,37.9026,127.7358,2022-06-12
24.8,17.0,20.4,93,56,77,4.6,10.9,2.51,5.7,5.7,3.31,춘천,37.9026,127.7358,2022-06-13
24.1,15.3,18.8,88,44,66,5.77,14.3,4.12,0.5,0.5,4.85,춘천,37.9026,127.7358,2022-06-14
19.6,14.1,16.6,95,71,83,3.76,9.3,2.07,12.9,12.9,1.68,춘천,37.9026,127.7358,2022-06-15
23.4,17.1,20.0,96,58,78,3.4,8.7,1.96,3.1,3.1,3.14,춘천,37.9026,127.7358,2022-06-16
28.0,14.9,21.3,99,50,76,3.4,8.9,1.65,0.0,0.0,4.15,춘천,37.9026,127.7358,2022-06-17
28.0,16.8,22.9,100,57,77,3.72,9.8,1.79,0.0,0.0,3.89,춘천,37.9026,127.7358,2022-06-18
26.4,18.0,22.2,99,68,84,3.5,8.6,1.64,0.5,0.5,2.17,춘천,37.9026,127.7358,2022-06-19
29.8,17.3,23.8,100,53,78,1.8,5.2,0.91,0.0,0.0,3.74,춘천,37.9026,127.7358,2022-06-20
34.0,18.6,26.4,99,36,70,3.85,9.2,1.24,0.0,0.0,5.62,춘천,37.9026,127.7358,2022-06-21
31.6,21.7,26.1,98,50,72,4.1,10.5,1.72,0.0,0.0,4.17,춘천,37.9026,127.7358,2022-06-22
29.9,21.7,24.9,98,58,80,6.45,17.8,3.19,37.0,37.0,2.47,춘천,37.9026,127.7358,2022-06-23
28.2,22.2,24.5,98,56,81,6.93,16.1,4.39,12.6,12.6,4.59,춘천,37.9026,127.7358,2022-06-24
30.9,19.5,24.5,100,50,77,4.69,11.5,3.28,0.1,0.1,5.33,춘천,37.9026,127.7358,2022-06-25
30.6,21.7,24.8,95,65,87,6.29,17.2,3.04,4.0,4.0,2.8,춘천,37.9026,127.7358,2022-06-26
25.4,22.1,23.1,99,86,95,4.33,14.9,2.77,34.2,34.2,1.24,춘천,37.9026,127.7358,2022-06-27
27.4,21.6,24.5,98,79,91,7.14,19.2,5.12,32.7,32.7,1.96,춘천,37.9026,127.7358,2022-06-28
26.9,23.3,24.7,98,84,92,6.78,20.1,4.51,52.7,52.7,2.22,춘천,37.9026,127.7358,2022-06-29
24.3,20.8,23.1,99,92,96,3.37,11.7,1.93,92.7,92.7,1.12,춘천,37.9026,127.7358,2022-06-30
30.5,21.5,25.8,97,63,82,3.96,10.7,2.03,0.8,0.8,4.56,춘천,37.9026,127.7358,2022-07-01
32.7,20.9,26.6,99,50,78,1.8,4.6,1.13,0.0,0.0,5.34,춘천,37.9026,127.7358,2022-07-02
32.8,21.5,27.2,100,50,77,2.65,6.5,1.47,0.0,0.0,5.5,춘천,37.9026,127.7358,2022-07-03
32.0,21.8,26.8,98,60,81,2.06,6.4,0.85,4.8,4.8,4.66,춘천,37.9026,127.7358,2022-07-04
32.4,24.0,27.6,96,58,80,1.72,4.6,1.11,0.5,0.5,4.39,춘천,37.9026,127.7358,2022-07-05
30.6,23.3,26.6,98,69,86,2.12,6.5,1.13,5.0,5.0,3.04,춘천,37.9026,127.7358,2022-07-06
32.6,24.6,26.9,99,58,87,5.02,12.8,2.39,19.4,19.4,2.83,춘천,37.9026,127.7358,2022-07-07
28.0,23.7,25.8,98,71,85,3.97,11.0,2.73,3.4,3.4,3.15,춘천,37.9026,127.7358,2022-07-08
31.9,22.2,26.8,98,62,82,2.3,5.7,1.04,0.4,0.4,4.24,춘천,37.9026,127.7358,2022-07-09
32.5,23.3,27.5,100,56,80,3.05,7.3,1.03,1.6,1.6,5.03,춘천,37.9026,127.7358,2022-07-10
29.1,22.2,25.5,94,65,82,4.02,9.8,1.84,5.4,5.4,3.8,춘천,37.9026,127.7358,2022-07-11
28.7,20.4,24.7,94,59,77,3.18,8.2,1.93,0.0,0.0,3.77,춘천,37.9026,127.7358,2022-07-12
24.8,22.7,23.7,99,89,92,4.43,13.8,2.0,56.4,56.4,0.92,춘천,37.9026,127.7358,2022-07-13
29.9,22.7,25.5,99,60,82,2.71,6.8,1.43,2.5,2.5,3.37,춘천,37.9026,127.7358,2022-07-14
29.7,20.2,24.1,100,59,84,2.56,8.1,1.48,1.8,1.8,4.5,춘천,37.9026,127.7358,2022-07-15
27.3,20.9,23.4,98,71,88,2.42,6.4,1.31,15.3,15.3,2.98,춘천,37.9026,127.7358,2022-07-16
28.3,21.4,24.2,99,66,85,2.78,7.2,1.39,2.7,2.7,3.37,춘천,37.9026,127.7358,2022-07-17
29.8,21.1,25.1,100,56,82,2.44,6.4,0.88,0.0,0.0,4.39,춘천,37.9026,127.7358,2022-07-18
30.4,22.3,25.9,100,53,81,2.64,6.8,1.35,0.3,0.3,4.67,춘천,37.9026,127.7358,2022-07-19
30.1,22.7,25.4,100,55,84,2.84,7.1,1.47,1.7,1.7,3.28,춘천,37.9026,127.7358,2022-07-20
24.8,21.3,23.5,93,78,86,4.02,9.6,2.46,27.0,27.0,1.67,춘천,37.9026,127.7358,2022-07-21
27.5,19.3,23.8,97,65,82,1.7,4.8,0.86,0.9,0.9,3.62,춘천,37.9026,127.7358,2022-07-22
27.2,21.1,23.8,99,69,88,2.42,6.1,1.29,5.4,5.4,2.58,춘천,37.9026,127.7358,2022-07-23
28.5,22.6,24.7,96,67,86,1.89,5.0,0.94,7.5,7.5,2.54,춘천,37.9026,127.7358,2022-07-24
33.0,21.0,26.4,98,45,77,1.73,4.7,1.02,0.0,0.0,5.01,춘천,37.9026,127.7358,2022-07-25
32.2,21.6,27.0,100,53,78,1.6,4.6,1.04,0.0,0.0,5.1,춘천,37.9026,127.7358,2022-07-26
30.7,24.0,27.1,98,64,82,1.62,4.2,0.96,0.1,0.1,3.36,춘천,37.9026,127.7358,2022-07-27
32.4,22.3,27.1,95,52,78,2.43,6.4,1.52,0.8,0.8,4.7,춘천,37.9026,127.7358,2022-07-28
33.0,23.2,27.4,99,60,83,3.06,7.1,1.37,1.8,1.8,4.7,춘천,37.9026,127.7358,2022-07-29
33.7,24.2,28.0,98,58,84,2.47,7.9,1.61,5.3,5.3,4.57,춘천,37.9026,127.7358,2022-07-30
28.5,24.9,26.3,95,81,92,2.34,8.0,1.57,55.9,55.9,1.36,춘천,37.9026,127.7358,2022-07-31
30.9,25.2,27.5,94,72,86,3.52,12.8,2.27,31.3,31.3,2.97,춘천,37.9026,127.7358,2022-08-01
29.9,25.2,26.7,97,75,89,4.43,12.9,3.06,15.2,15.2,2.49,춘천,37.9026,127.7358,2022-08-02
29.3,24.2,26.6,99,74,88,4.25,10.3,2.67,11.5,11.5,2.85,춘천,37.9026,127.7358,2022-08-03
31.8,24.6,27.6,98,62,83,2.91,7.9,1.72,8.4,8.4,4.57,춘천,37.9026,127.7358,2022-08-04
31.7,23.4,27.2,100,67,86,3.5,9.2,1.76,1.6,1.6,4.35,춘천,37.9026,127.7358,2022-08-05
31.1,24.1,27.5,99,71,87,3.36,9.6,1.77,4.9,4.9,4.28,춘천,37.9026,127.7358,2022-08-06
